8 98.1067 48.5167
72 98.1987 47.4447
136 224.511 155.943
200 243.372 121.562
264 295.973 125.6
328 382.279 124.945
392 463.492 144.235
456 548.222 158.346
520 669.446 196.197
584 639.736 176.523
648 723.944 159.095
712 932.782 207.637
776 860.112 172.829
840 1261.28 241.31
904 1149.56 220.939
968 1236.06 231.301
1032 1256.87 224.731
1096 1219.8 207.905
1160 1279.1 214.012
1224 1421.62 249.949
1288 1179.77 184.153
1352 970.403 172.29
1416 1301.05 196.193
1480 1104.7 200.273
1544 1448.95 213.477
1608 1519.32 227.6
1672 1744.63 246.692
1736 1357.86 204.033
1800 1544.33 219.565
1864 1301.97 186.154
1928 1279.65 173.839
1992 988.525 134.478
2056 972.81 134.055
2120 998.431 140.588
2184 1051.69 159.549
2248 1098.59 141.798
2312 1015.93 141.655
2376 1244.03 194.079
2440 1100.45 145.386
2504 1513.95 216.417
2568 1739.65 230.761
2632 1548.77 208.297
2696 1892.16 315.762
2760 1586.93 204.528
2824 1275.15 165.298
2888 1409.5 184.394
2952 1392.7 193.445
3016 1521.8 192.075
3080 1560.61 187.569
3144 1539.22 253.272
3208 1469.15 184.013
3272 1696.73 215.283
3336 1934.53 237.283
3400 1841.52 237.324
3464 2229.67 270.78
3528 2046.46 254.937
3592 2359.05 334.89
3656 2029.34 336.095
3720 1738.13 196.379
3784 1791.79 203.353
3848 2124.23 287.613
3912 2264.81 267.965
3976 2703.78 345.645
4040 2253.56 276.007
4104 3329.14 404.8
4168 3471.62 458.819
4232 2823.01 334.961
4296 1933.38 256.475
4360 1784.3 212.505
4424 1724.55 212.717
4488 1734.3 212.009
4552 1744.81 212.281
4616 1788.9 217.912
4680 1731.83 215.242
4744 2747.02 380.194
4808 1753.51 212.448
4872 2014.47 231.395
4936 1975.94 228.148
5000 2112.17 262.977
5064 1948.86 234.307
5128 1988.94 232.998
5192 2301.76 242.558
5256 1978.44 222.47
5320 2222.47 252.569
5384 2445.57 326.99
5448 2883.75 319.772
5512 2406.47 296.974
5576 2982.73 354.591
5640 2556.95 325.904
5704 2979.26 353.7
5768 2545.18 298.032
5832 2260.06 264.74
5896 2504.14 345.951
5960 2224.11 255.661
6024 2296.52 295.236
6088 2856.48 381.227
6152 2362.28 292.203
6216 2595.74 381.227
6280 2345.49 285.655
6344 2763.07 299.941
6408 2574.31 313.655
6472 2770.68 321.786
6536 2431.23 311.839
6600 2398.28 282.232
6664 2181.15 269.454
6728 3095.2 396.408
6792 3426.74 419.04
6856 2903.36 336.053
6920 2086.97 238.723
6984 1855.13 225.249
7048 2094.18 322.448
7112 1923.98 225.66
7176 1894.25 208.095
7240 1846.63 219.891
7304 1897.36 226.004
7368 1866.11 227.474
7432 1818.72 234.152
7496 1816.4 220.727
7560 1913.8 224.433
7624 1846.65 219.578
7688 2077.09 235.007
7752 1898.75 230.097
7816 1806.01 220.515
7880 2260.14 247.987
7944 2057.41 317.935
8008 2344.59 326.773
8072 2550.56 329.221
8136 3907.62 669.86
8200 3002.32 315.204
8264 2096.39 237.106
8328 2161.32 255.919
8392 2261.34 242.869
8456 1860.25 220.829
8520 2654.25 324.856
8584 3049.6 348.541
8648 3195.24 432.905
8712 4309.31 503.178
8776 4010.44 548.743
8840 2910.32 332.134
8904 2837.06 386.728
8968 4392.76 675.823
9032 4037.8 498.251
9096 4052.24 481.5
9160 4299.66 532.986
9224 4043.31 555.961
9288 3833.66 465.36
9352 4287.28 527.929
9416 4846.09 656.867
9480 5137.09 618.793
9544 4978.16 574.781
9608 4427.38 512.175
9672 3649.68 445.503
9736 4735.74 605.656
9800 5313.96 796.863
9864 4865.92 527.609
9928 2864.83 370.279
9992 2207.11 341.805
