8 48.854 29.6767
72 67.0747 30.064
136 95.298 45.692
200 109.471 47.4127
264 134.43 46.9533
328 142.203 48.216
392 174.254 48.0513
456 203.155 49.3873
520 208.957 58.008
584 225.998 51.0207
648 254.301 47.2627
712 283.956 70.3317
776 283.204 59.2967
840 301.439 49.1293
904 322.871 48.3973
968 334.235 48.9653
1032 428.482 61.252
1096 880.862 1727.79
1160 996.769 1783.67
1224 1015.29 1914.81
1288 1103.3 1982.89
1352 1136.54 2340.58
1416 1220.18 2302.89
1480 1275.79 2420.93
1544 1273.63 2427.62
1608 1384.86 2583.64
1672 1359.8 2893.06
1736 1512.17 2753.64
1800 1584.53 2933.73
1864 2085.33 2979.58
1928 1702.58 3393.29
1992 1737.23 3147.27
2056 1861.84 3483.65
2120 1883.53 3418.37
2184 1916.56 3607.64
2248 1910.12 3639.21
2312 2038.54 4147.59
2376 2285.02 3890.17
2440 2351.31 4023.98
2504 2263.74 4419.15
2568 2312.58 4290.63
2632 2299.09 4282.68
2696 2416.3 4548.98
2760 2461.6 4784.38
2824 2571.47 4653.38
2888 2638.06 5610.29
2952 2665.95 4858.32
3016 3328.83 5256.11
3080 2732.73 5816.69
3144 2920.55 5319.62
3208 3094.16 5904.75
3272 2865.38 5405.03
3336 2982.2 5498.83
3400 3024.9 5733.97
3464 3153.38 5709.48
3528 3108.94 5892.12
3592 3639.55 5853.69
3656 3196.63 6040.71
3720 3377.4 6157.92
3784 3647.45 6534.6
3848 3563.77 7246.04
3912 3417.32 6524.81
3976 3552.15 6493.74
4040 3641.57 6673.09
4104 3938.57 6920.96
4168 3711.77 6632.69
4232 3692.24 6784.24
4296 3711.12 6615.35
4360 3760.58 7126.33
4424 3614.92 6657.29
4488 3661.94 6581.56
4552 3668.47 6511.22
4616 3695.77 6369.27
4680 3614.2 6600.34
4744 3777.72 6503.72
4808 4213.86 6957.87
4872 3660.64 6184.56
4936 3575.99 6434.96
5000 3676.08 6848.82
5064 3614.3 6213.24
5128 3694.65 5989.08
5192 4018.85 7476.6
5256 3872.85 6744.82
5320 3818.74 5858.23
5384 3751.57 6516.58
5448 3632.02 6804.45
5512 3699.02 5874.32
5576 4341.63 6329.61
5640 3738.91 6669.56
5704 3689.5 6648.31
5768 3673.82 6425.01
5832 3652.25 6155.19
5896 3749.09 7232.17
5960 3640.75 7036.07
6024 3658.35 5640.17
6088 3627.97 5953.98
6152 3671.09 6819.63
6216 3744.92 6790.12
6280 3856.1 6366.79
6344 3694.52 5697.77
6408 4023.31 7323.5
6472 3991.73 6775.31
6536 4183.44 6946.63
6600 3895.48 6060.9
6664 3667.09 5990.31
6728 3851.3 6413.23
6792 3856.2 7072.03
6856 3592.65 6729.8
6920 3743.46 6474.88
6984 3805.07 5904.54
7048 3839.29 5913.72
7112 3782.24 6711.43
7176 3882.16 7106.28
7240 3624.71 6789.82
7304 3762.1 6766.22
7368 3727.65 6254.61
7432 3672.54 6231.35
7496 3632.68 6653.81
7560 3600.15 6909.85
7624 4340.52 7217.71
7688 3687.19 6870.95
7752 3741.27 6608.98
7816 3762.34 6536.48
7880 3759.02 6643.11
7944 3742.36 7250.91
